request method,input size,response code,duration
0,926,107,842
1,602,401,43
1,569,100,257
3,740,401,812
3,758,208,330
1,640,105,257
1,332,203,418
2,562,503,460
2,550,507,470
2,619,504,457
3,360,307,690
3,547,401,880
3,138,406,137
2,585,507,496
2,720,103,464
0,907,502,403
3,801,509,751
1,941,406,753
0,1000,503,463
1,578,107,128
3,608,303,435
0,230,105,568
3,613,302,474
3,546,303,444
3,268,301,1011
2,622,506,901
0,828,109,874
0,243,504,660
2,589,502,834
0,32,103,616
0,427,509,232
1,336,407,550
3,758,507,807
0,283,509,688
1,345,402,512
2,727,104,452
3,950,109,463
3,630,406,292
1,943,402,712
0,915,509,456
1,594,102,101
2,1020,109,316
3,536,400,813
1,213,103,788
3,273,305,767
1,606,100,137
2,1034,104,301
2,612,504,899
0,953,509,423
1,397,104,708
0,571,509,234
1,701,500,230
2,531,207,299
1,648,106,262
1,645,108,135
3,211,407,216
0,69,103,600
0,844,108,827
3,918,100,436
1,709,500,249
3,713,201,367
2,963,102,226
3,644,406,286
1,563,102,120
3,308,305,684
3,28,404,683
1,323,404,554
0,243,500,710
2,787,106,447
3,127,407,183
0,905,509,442
3,284,304,639
0,951,505,401
0,835,102,890
1,318,200,335
3,538,109,369
0,27,109,571
0,221,502,652
1,862,402,688
1,314,204,325
3,288,306,994
1,577,107,258
2,786,100,489
3,316,306,739
1,381,405,489
3,588,403,827
3,645,400,298
3,627,308,449
0,986,509,470
2,607,501,863
1,328,401,559
2,593,507,863
1,229,107,837
3,895,109,420
3,682,405,259
1,367,203,405
3,284,307,1013
2,610,501,856
2,786,106,442
0,1118,209,297
2,487,205,238
3,626,403,267
1,730,506,219
1,331,401,551
3,701,408,312
2,521,504,453
3,623,400,894
0,531,507,190
2,770,104,464
0,1026,206,355
3,739,509,819
1,247,100,776
1,706,506,286
1,533,407,125
0,259,104,551
1,566,108,309
3,928,101,445
3,519,106,408
0,57,100,631
1,775,501,229
0,10,106,610
0,575,500,261
2,778,105,490
3,351,305,700
1,766,508,245
3,741,406,721
0,984,505,400
1,328,200,346
3,959,102,417
3,755,507,831
3,761,508,836
1,634,105,118
1,907,403,708
3,37,408,708
0,427,507,319
0,1086,201,344
0,248,507,668
1,417,401,552
3,544,102,386
2,521,209,316
1,358,203,327
0,903,105,874
3,547,104,357
0,198,107,542
1,405,101,733
0,71,109,584
3,558,104,436
2,627,509,905
3,627,300,444
0,547,507,212
3,346,304,732
2,488,200,286
1,884,404,685
1,398,205,352
0,553,505,173
3,616,407,877
1,253,103,809
0,979,508,471
2,755,105,434
3,562,301,406
3,299,305,624
0,429,502,257
0,560,505,176
3,317,303,692
3,620,402,860
2,554,501,879
2,595,501,896
3,754,407,725
3,319,308,636
3,940,104,487
0,917,500,496
1,743,507,279
3,665,401,320
0,292,506,670
1,572,408,48
2,602,506,903
2,529,507,431
1,219,107,811
0,243,108,553
1,333,204,377
1,384,103,730
3,272,305,986
0,239,509,619
0,585,509,213
3,895,105,413
2,546,504,877
1,375,409,513
0,959,508,439
0,200,105,560
0,210,503,631
3,208,409,215
2,790,105,456
0,218,102,517
1,598,107,64
1,571,405,125
1,956,404,695
1,584,409,47
1,930,407,685
1,373,107,674
1,860,408,713
2,751,100,428
1,350,403,480
0,962,502,467
0,1072,200,374
0,545,501,244
2,556,505,445
3,267,306,1004
3,537,300,445
3,208,402,153
2,604,501,895
3,789,202,373
3,776,208,361
0,849,109,871
1,559,406,58
3,59,407,726
0,274,507,674
0,235,505,658
3,563,402,890
3,44,405,636
1,206,108,781
3,631,403,248
2,542,504,898
3,679,409,265
2,583,509,491
3,924,106,399
0,272,109,563
0,1080,203,357
3,796,200,377
3,522,105,371
3,589,308,437
2,555,201,299
3,812,201,380
3,44,403,713
1,720,504,282
3,297,300,674
3,21,404,635
2,605,505,853
0,272,503,651
0,364,503,323
1,559,107,57
2,560,207,249
3,640,406,240
2,960,103,267
1,406,205,408
1,875,403,688
0,210,506,704
3,917,101,497
3,550,407,874
1,390,406,562
1,642,109,148
3,684,407,754
3,902,102,489
1,590,108,256
2,605,507,529
0,922,507,429
3,141,404,203
1,581,409,141
0,540,504,197
1,348,203,325
3,361,308,608
3,365,303,638
3,196,407,223
2,956,104,253
2,601,507,516
1,572,105,305
3,343,302,673
0,220,501,685
1,375,201,338
1,625,109,68
0,1024,206,319
0,29,100,614
3,923,102,408
3,205,404,194
1,552,106,90
2,597,500,496
1,322,408,563
1,573,402,114
1,954,406,685
1,462,103,690
1,420,100,662
3,913,106,477
3,558,102,353
0,368,505,238
0,252,100,530
3,625,301,441
3,352,309,698
0,42,105,604
2,720,106,459
2,789,100,515
1,555,104,110
1,766,508,297
2,577,504,876
1,236,100,831
3,254,301,1068
3,706,405,806
0,1000,502,403
1,318,207,334
0,272,505,640
3,807,508,841
3,680,403,284
3,220,301,1020
3,217,402,187
3,577,409,810
1,608,108,276
3,681,402,307
3,132,404,138
0,258,508,702
3,537,108,424
0,964,504,487
3,287,307,693
3,658,407,242
3,811,506,776
1,225,104,774
0,891,107,845
3,276,304,994
0,871,107,885
2,552,508,505
3,171,400,152
3,496,109,419
3,606,406,859
1,334,209,388
3,591,105,415
3,592,106,360
0,365,501,325
2,522,205,321
3,276,303,681
3,752,400,727
2,484,207,318
1,596,101,123
3,561,108,363
1,403,205,394
0,241,100,567
3,718,203,368
0,963,508,432
2,967,101,237
3,128,405,151
3,209,408,218
3,536,402,870
0,103,108,557
0,980,504,422
2,779,100,508
2,982,102,305
3,918,105,442
0,233,509,658
0,512,503,238
0,46,109,564
3,52,409,689
1,957,405,707
2,630,508,861
0,205,500,619
3,370,304,630
3,238,301,1052
3,598,401,870
1,405,408,487
0,203,108,482
1,903,402,682
1,928,407,712
1,557,405,108
3,724,204,361
1,243,100,842
3,142,406,139
1,397,204,405
2,502,208,239
3,230,307,983
3,223,302,1027
1,393,208,417
0,1031,205,391
1,644,108,267
1,408,400,507
0,282,503,645
2,567,506,830
1,654,109,322
1,950,405,705
0,905,507,415
2,552,200,256
2,521,508,433
1,741,503,295
3,716,409,811
0,923,501,458
3,544,105,435
3,561,403,867
3,741,500,781
3,685,408,784
0,1037,206,345
0,1059,209,343
3,897,106,473
1,921,401,666
0,1073,203,352
0,364,509,284
3,161,409,210
1,887,405,757
1,541,407,60
3,812,202,331
2,759,104,424
1,344,207,402
3,45,400,687
1,375,405,536
3,272,300,673
3,603,408,816
2,1038,101,263
3,900,100,407
2,802,107,462
0,373,509,321
0,924,505,414
3,505,108,369
0,106,100,631
3,93,407,670
2,614,504,919
2,739,100,432
2,545,506,474
2,605,505,829
3,166,403,231
3,203,405,229
2,596,500,893
2,627,507,858
1,199,109,855
1,377,204,359
2,1052,101,256
3,799,501,778
0,89,108,632
3,776,500,836
1,274,104,808
3,579,102,415
1,946,406,763
1,569,401,109
0,183,107,488
1,385,205,351
3,769,509,842
3,811,207,424
0,607,500,247
0,908,501,480
0,410,502,248
0,236,107,555
3,92,404,694
3,200,404,170
1,466,106,734
3,804,506,817
3,908,106,479
0,603,505,197
1,721,501,216
1,520,408,111
3,188,402,206
3,203,404,190
1,736,501,268
2,580,506,493
3,572,408,859
3,630,408,805
3,827,509,767
2,768,102,506
1,195,109,854
0,103,103,613
3,623,403,853
2,625,506,830
0,1107,205,395
0,604,500,224
2,592,505,842
3,285,303,723
0,875,106,835
1,629,102,65
3,277,307,728
0,192,105,530
3,318,307,744
1,730,504,299
1,370,408,477
0,1043,200,350
3,633,302,469
3,310,300,606
2,599,509,527
0,1084,207,369
0,362,508,247
0,101,106,622
0,238,502,689
0,67,104,587
3,734,202,335
3,586,405,858
3,560,308,477
2,582,203,288
1,271,102,775
3,240,307,1011
3,265,302,1049
3,621,303,462
2,536,206,314
1,930,407,715
3,692,404,802
3,297,306,694
3,534,309,403
3,62,406,658
3,619,405,877
3,574,102,407
3,758,401,733
3,706,400,301
3,894,102,412
0,436,506,289
3,773,201,397
2,1003,101,299
0,1051,206,336
3,559,308,466
1,578,105,76
3,662,402,318
0,917,108,865
3,669,409,796
1,748,504,275
3,740,209,344
2,986,108,277
0,936,509,405
3,587,406,874
0,1061,206,341
3,577,101,438
0,864,106,918
1,567,406,119
1,718,507,301
3,816,506,799
3,177,401,174
1,385,404,537
3,44,406,681
1,450,105,664
3,717,404,804
2,634,504,920
0,588,505,202
1,570,101,85
2,550,507,858
2,542,203,331
0,184,103,478
1,408,205,411
2,991,100,247
1,601,100,282
0,526,501,192
3,773,208,395
3,334,307,689
1,749,509,232
3,716,203,361
0,50,104,558
0,269,101,559
2,541,508,911
1,395,108,647
3,346,306,692
3,277,302,735
3,651,407,282
3,760,209,423
3,619,309,462
1,443,109,720
3,366,302,730
2,800,106,498
1,571,100,329
1,642,101,246
3,322,309,740
1,328,200,367
1,617,106,66
2,992,103,267
3,713,202,340
0,271,508,633
1,634,102,131
3,361,301,684
3,508,102,424
3,670,405,275
3,743,402,747
1,739,501,298
1,448,103,700
3,580,401,819
1,278,105,829
3,570,102,395
1,758,505,244
3,671,402,725
1,878,400,735
1,395,408,493
3,572,305,445
1,939,401,762
1,379,203,381
3,782,207,412
1,707,509,300
1,551,407,107
3,735,209,374
3,798,209,400
3,282,309,1074
1,390,109,644
3,610,305,402
3,707,403,258
1,883,402,693
3,790,207,416
3,754,405,727
2,624,505,920
2,720,101,516
3,197,405,189
0,256,501,637
1,940,400,692
3,635,409,304
3,313,307,693
1,948,404,686
1,638,107,121
2,744,109,515
0,193,108,479
0,1036,203,379
1,898,402,731
3,795,501,775
1,546,407,52
3,35,409,691
3,167,401,207
1,561,106,113
3,775,505,761
0,520,506,178
0,538,508,173
3,620,305,472
0,964,509,487
3,962,106,446
3,301,303,1031
0,238,509,697
3,792,500,844
3,688,408,332
1,618,100,276
1,377,206,325
1,421,102,740
1,540,404,66
1,606,103,71
3,917,101,428
3,68,408,691
2,556,209,308
1,318,404,545
0,228,500,714
1,627,103,118
2,562,506,905
3,303,306,696
1,944,409,705
1,578,101,309
3,690,400,784
3,236,305,1034
3,822,502,764
3,318,307,619
3,709,405,776
1,373,401,501
2,547,506,516
2,794,108,452
1,599,107,68
2,615,500,890
0,208,502,704
0,232,105,478
2,724,105,431
3,738,505,831
0,432,508,254
2,615,507,513
0,263,104,478
3,279,308,1005
3,789,202,408
3,706,407,245
1,542,402,123
1,631,104,147
3,555,300,413
1,898,408,670
3,283,308,1055
3,670,407,252
3,342,307,656
1,929,407,755
2,594,507,465
1,746,505,274
3,738,406,801
1,523,409,137
3,323,304,710
1,914,409,749
3,970,104,444
3,717,201,356
2,805,106,501
1,343,404,501
3,628,307,436
3,631,406,251
3,772,207,425
0,569,501,233
1,567,406,102
0,422,508,286
0,939,509,428
3,805,509,785
3,68,407,646
3,764,205,376
1,579,106,327
0,280,500,623
1,387,409,566
0,835,103,850
3,181,405,137
1,637,108,285
3,724,409,726
0,65,106,560
3,213,407,189
2,617,504,493
0,994,504,433
3,979,103,420
2,1011,100,274
2,805,109,427
1,376,209,385
1,404,100,666
1,884,401,751
3,767,207,423
0,215,505,645
1,916,407,668
3,616,305,408
2,999,103,252
1,592,108,71
1,565,109,121
2,550,500,522
2,529,502,435
3,45,400,717
3,72,404,660
2,1006,107,296
2,730,108,522
3,268,305,767
1,697,507,293
2,736,107,519
1,637,106,286
2,583,500,460
3,783,505,815
1,616,101,331
1,948,402,762
0,831,108,908
0,264,100,491
3,575,302,393
1,342,404,546
3,56,401,706
2,570,209,254
1,687,503,215
3,308,307,1052
1,950,407,742
3,615,400,889
2,1020,104,270
3,153,409,159
1,409,109,691
0,260,508,702
2,625,500,852
3,650,406,276
3,693,400,281
3,716,400,325
3,273,300,680
2,498,204,300
1,625,103,75
0,197,106,516
1,243,104,852
0,265,502,663
3,576,101,385
3,751,405,743
3,772,207,419
2,584,509,493
3,622,409,827
3,271,306,724
3,342,306,664
1,396,100,654
1,528,407,84
1,706,503,235
2,986,103,291
3,712,405,274
2,581,506,465
0,221,107,566
3,322,305,635
1,889,400,671
1,314,207,414
3,278,301,691
0,540,508,172
1,540,404,126
3,298,307,744
3,674,400,330
1,621,107,323
1,333,206,347
3,939,105,437
3,225,306,981
1,525,406,64
1,747,509,215
1,592,105,327
1,448,100,729
3,769,206,363
1,451,106,696
3,741,206,336
0,274,109,518
2,960,109,295
1,391,208,374
1,532,404,64
3,162,408,174
2,603,502,851
0,98,104,622
0,1021,204,372
0,279,503,672
3,618,305,465
3,740,207,346
1,432,104,727
3,665,400,329
1,782,507,270
1,193,104,816
2,579,502,901
3,914,109,457
0,442,509,306
0,412,502,323
3,288,307,714
3,341,302,723
0,286,503,684
0,202,107,546
1,638,103,298
0,74,103,628
1,451,105,727
3,650,409,234
0,920,107,896
2,544,203,242
0,376,504,260
0,934,502,441
0,993,504,478
0,514,503,226
0,15,103,569
3,291,300,719
0,525,509,239
1,775,508,219
3,620,300,441
0,582,504,234
3,291,309,1025
2,1001,109,272
2,521,502,493
2,956,106,320
1,337,404,552
2,489,202,315
3,752,500,804
0,513,503,260
3,780,506,758
1,255,105,785
1,272,104,782
3,711,405,249
2,956,106,270
3,764,209,362
0,53,109,611
1,418,108,730
3,110,407,664
0,350,502,237
1,876,406,696
1,906,403,713
2,1004,102,315
1,455,106,703
3,364,303,766
0,385,508,296
1,862,406,681
3,740,404,794
2,977,103,289
3,737,400,756
3,888,100,434
2,603,503,518
3,756,403,792
0,400,504,323
1,634,107,63
0,19,107,562
2,637,502,903
0,254,504,677
0,895,104,846
1,367,403,500
3,801,209,409
2,500,201,313
1,621,106,274
2,758,108,513
1,362,408,548
2,734,100,434
2,734,104,466
1,245,105,863
1,578,104,327
2,592,501,852
1,412,407,484
3,153,407,170
3,63,404,722
2,579,500,459
3,765,502,770
3,206,400,224
1,717,503,264
3,283,303,738
3,943,107,448
1,462,101,712
3,290,304,1072
0,55,109,602
0,890,106,828
3,592,101,358
1,576,102,142
1,548,409,113
2,592,506,864
3,914,105,402
3,217,409,159
0,1063,203,334
3,614,305,398
0,285,503,640
3,256,309,1068
1,336,201,361
2,551,503,529
2,960,104,245
3,363,309,644
3,547,105,377
2,558,508,870
3,249,302,1038
3,369,304,677
0,914,106,919
3,284,300,1009
3,25,408,708
1,406,208,356
0,889,101,903
3,679,401,761
2,711,108,495
2,998,100,228
2,568,207,287
1,587,104,235
3,622,406,287
3,634,407,889
3,348,307,684
3,99,402,655
3,133,402,193
1,775,504,280
1,780,505,235
0,59,109,616
0,238,102,553
3,335,302,679
3,725,409,798
0,976,509,439
1,631,101,137
3,934,101,403
0,912,504,496
3,625,302,399
3,580,408,894
0,907,109,895
3,125,401,147
3,753,209,331
1,897,407,677
2,529,508,437
3,303,304,1038
0,902,109,864
1,373,208,421
2,556,506,479
1,369,104,740
1,656,107,243
0,256,100,564
3,537,302,425
1,548,105,124
2,608,500,836
2,612,501,850
3,618,305,413
3,365,308,730
0,192,106,545
3,683,400,297
3,748,508,808
3,649,400,252
1,776,508,275
0,591,509,256
0,43,107,592
3,147,404,202
3,896,106,460
3,595,407,881
3,306,305,633
0,981,505,438
0,193,100,565
1,378,407,517
1,863,401,725
1,563,106,295
0,446,506,228
0,276,101,486
3,302,309,616
0,44,103,553
1,920,403,735
1,656,104,324
3,281,308,679
0,217,507,681
1,707,500,255
2,535,504,433
1,260,106,816
2,579,202,264
1,755,501,216
3,308,302,695
3,272,302,1066
1,358,206,359
1,537,403,137
3,586,404,844
1,727,500,263
1,321,208,350
3,553,101,441
0,520,508,247
1,658,104,233
1,604,109,116
3,308,306,699
3,581,309,478
1,562,401,108
3,345,306,632
1,896,403,723
0,872,105,847
3,655,406,275
0,595,503,246
1,222,101,854
3,583,301,420
1,601,102,116
0,604,509,182
0,438,500,259
3,215,403,203
3,569,301,429
2,637,509,842
3,328,303,703
1,405,409,491
3,956,102,407
3,265,306,1076
1,457,102,723
1,650,102,270
3,536,402,805
3,587,301,387
1,274,104,821
3,534,100,390
0,1046,205,377
3,205,403,166
3,274,300,641
0,219,502,685
1,414,107,731
0,523,502,176
3,800,503,819
1,265,106,793
0,913,506,478
3,784,508,806
1,762,505,283
3,45,407,683
3,562,305,452
1,619,100,252
3,684,409,816
1,329,208,336
1,441,105,664
0,257,105,538
3,185,400,141
3,559,302,465
0,261,506,642
3,889,104,482
2,575,506,463
0,212,502,661
0,828,107,919
0,262,500,703
1,510,401,141
0,1110,201,370
3,583,408,816
3,716,202,333
0,23,107,556
1,889,405,764
0,946,509,460
3,910,101,427
1,943,404,720
0,267,104,522
0,405,505,267
3,66,405,679
0,94,108,594
0,986,504,467
2,589,509,843
2,540,507,456
3,964,101,456
2,599,509,445
0,552,501,185
3,731,207,408
0,272,501,679
2,626,508,872
1,694,504,271
1,514,408,118
0,1036,208,302
0,199,502,636
3,153,403,198
0,555,501,238
2,1052,104,261
3,39,404,725
3,658,409,300
1,327,406,529
1,710,504,230
3,733,205,423
3,788,207,399
0,551,505,201
3,65,400,629
3,795,508,786
1,897,404,683
0,907,101,868
3,742,403,794
3,959,102,463
3,248,300,992
2,549,206,297
1,252,106,862
3,270,304,679
3,767,502,755
3,172,406,233
3,751,402,725
0,1068,202,312
2,970,107,268
3,980,100,482
3,25,406,680
0,981,505,452
3,348,308,768
0,1096,201,387
3,628,402,812
3,277,307,701
1,510,402,115
2,608,505,838
2,795,104,516
2,1006,107,235
3,645,405,264
2,777,105,452
2,754,104,468
0,244,103,552
0,423,508,281
3,707,402,738
1,432,106,717
3,202,404,140
0,982,509,447
3,265,304,1062
3,55,403,696
0,358,500,299
3,943,101,476
0,230,106,566
0,1029,201,391
0,1109,200,346
3,366,305,731
2,744,101,462
0,963,509,401
0,371,500,309
3,133,408,148
1,644,102,257
0,920,506,407
0,1067,207,341
0,916,509,435
2,497,201,237
3,318,300,691
3,230,305,1058
1,348,403,542
3,970,106,451
2,754,108,424
3,541,108,395
3,336,300,752
1,192,103,866
1,919,404,690
3,534,106,395
3,302,309,1029
3,694,401,269
0,974,502,483
0,58,107,563
0,565,509,229
3,706,405,236
3,224,308,1050
1,548,102,71
3,583,304,429
0,448,506,231
3,709,402,286
3,886,107,416
3,352,304,615
0,425,506,289
3,786,200,403
0,544,502,173
3,305,303,714
3,105,403,674
0,237,106,554
1,372,403,565
3,560,303,402
1,942,400,691
2,728,105,438
3,713,406,243
1,861,404,745
0,1101,209,335
0,882,101,912
0,868,107,921
3,580,301,426
1,547,102,81
2,801,105,443
1,323,406,545
3,353,309,692
1,771,501,235
3,618,304,462
3,615,300,419
0,1097,208,382
0,372,502,307
1,398,205,358
1,317,200,347
2,607,503,890
0,518,508,219
3,766,506,822
2,563,200,278
3,291,307,638
0,1059,201,325
1,444,104,723
1,616,101,237
3,171,403,214
3,979,107,399
3,367,305,641
3,958,104,412
3,745,508,772
3,522,101,423
3,805,502,780
3,529,106,362
0,266,103,535
0,97,108,614
2,569,508,451
2,539,503,452
3,249,309,1074
0,609,505,220
3,273,301,992
3,362,304,683
0,910,107,835
3,734,501,754
0,410,502,316
3,570,307,442
0,1077,204,347
1,533,403,135
0,589,503,195
3,622,304,424
2,611,501,892
3,501,105,409
0,252,108,503
2,1002,108,295
0,227,500,713
0,397,508,237
3,917,108,431
2,579,500,529
1,583,106,111
3,310,306,1056
1,203,107,840
0,242,104,514
0,1114,207,363
3,776,205,406
0,908,506,457
1,604,406,49
3,118,404,161
3,736,402,732
3,285,308,1011
1,747,508,235
2,976,104,285
3,810,203,350
2,714,102,515
1,429,102,661
3,308,300,734
2,546,505,920
3,536,308,410
0,238,506,677
0,255,505,665
1,563,102,320
0,914,509,447
3,590,300,472
3,799,201,419
2,758,104,476
1,383,401,555
0,519,502,173
0,882,109,899
3,75,406,644
3,514,102,390
0,571,501,263
1,287,106,825
0,219,106,542
1,406,100,645
0,267,503,686
0,913,102,835
2,557,508,864
2,490,204,262
1,520,407,113
1,535,403,92
0,427,501,317
0,228,101,503
1,767,505,287
1,754,501,272
0,524,501,223
2,783,102,485
3,340,301,660
3,548,404,859
3,919,109,488
1,448,104,660
0,909,501,400
1,871,406,742
2,1044,102,315
0,411,506,240
0,229,505,668
3,904,104,438
1,706,506,279
3,928,107,414
3,322,309,632
3,790,506,792
0,86,103,606
0,193,104,479
0,226,509,641
0,1021,208,353
2,590,505,915
1,222,102,774
2,568,508,470
2,632,505,895
0,913,101,852
0,195,108,510
0,1099,206,373
3,701,409,297
1,778,508,257
3,743,500,838
1,739,500,234
1,877,407,730
2,988,104,269
3,164,406,233
1,366,201,375
1,615,108,327
2,526,508,445
3,297,307,641
3,292,306,678
1,436,101,670
1,560,109,91
2,584,506,449
1,561,106,324
2,979,103,293
1,642,107,322
1,559,102,85
2,597,500,491
0,257,106,482
0,1090,200,368
1,520,404,55
1,349,406,520
3,545,408,870
1,391,402,532
3,788,207,384
3,741,408,729
0,909,105,882
1,414,103,719
0,231,508,709
3,792,208,339
0,362,505,308
2,566,209,306
2,546,504,862
3,588,407,850
3,977,100,487
3,949,109,459
2,587,501,434
0,15,108,623
0,968,500,475
0,13,100,575
1,374,201,345
2,978,104,235
1,751,500,243
1,594,109,331
3,744,408,718
3,55,403,643
1,563,404,126
1,272,108,862
3,722,401,758
0,857,103,830
3,609,403,811
2,582,204,238
3,305,303,1055
3,284,308,1038
0,82,109,632
3,582,109,425
1,260,104,849
3,572,306,426
2,962,102,251
3,706,409,332
1,875,402,701
0,27,105,631
3,756,208,370
2,555,503,878
3,626,404,280
3,901,100,480
0,1032,200,351
0,521,503,200
3,715,403,729
0,190,104,553
2,559,200,334
1,213,104,789
1,516,403,89
1,586,106,96
2,1024,104,295
3,912,103,443
3,295,305,695
1,686,501,236
1,605,401,140
3,762,500,805
0,1055,205,386
3,304,308,700
0,516,502,229
2,595,508,491
3,68,407,655
1,376,409,540
3,55,408,639
3,811,200,359
2,727,103,489
3,284,301,1054
1,770,503,250
1,779,508,280
3,634,401,315
3,330,300,624
3,759,403,800
1,363,203,397
1,864,403,702
3,272,304,1011
1,595,400,127
1,588,408,117
1,622,106,126
2,493,207,238
3,689,403,757
2,996,102,248
0,292,505,631
1,321,201,373
2,522,203,250
3,626,408,267
3,336,305,756
3,604,304,452
3,547,405,807
1,441,101,678
3,563,400,860
1,634,109,61
2,1051,107,270
0,353,501,289
3,742,507,792
1,275,109,780
3,148,408,183
0,240,102,470
3,556,400,808
0,831,101,845
1,431,107,704
1,577,403,104
3,712,409,763
1,399,409,575
2,736,103,444
3,307,301,1050
1,613,103,72
1,587,401,45
1,576,403,44
0,924,107,881
1,560,406,66
2,609,503,914
0,354,508,245
3,338,301,769
1,647,105,328
0,10,101,567
0,387,504,304
1,260,107,822
3,196,404,223
3,27,409,635
3,809,209,372
0,852,105,873
2,1036,102,250
0,917,501,455
0,844,102,853
2,993,105,283
2,635,509,888
3,548,307,442
2,612,509,502
1,715,505,239
3,606,301,440
3,736,205,387
1,690,508,275
0,86,102,592
1,585,106,305
1,528,409,97
3,691,404,272
0,923,508,449
3,570,306,474
2,985,102,252
3,824,508,762
3,189,404,219
3,533,101,360
3,164,400,177
2,780,105,501
1,417,103,696
0,186,100,513
3,199,407,186
1,645,109,59
2,499,206,264
3,204,404,138
3,760,503,836
0,992,501,400
0,373,501,254
3,302,307,646
2,1019,105,257
3,18,400,645
2,586,501,526
3,208,404,195
1,696,509,252
0,361,501,252
1,559,400,114
3,513,102,444
1,613,101,324
1,727,507,239
2,760,100,472
3,638,409,235
0,915,502,485
0,79,104,608
3,169,402,183
3,709,402,235
3,311,302,646
2,999,105,296
2,618,506,918
1,509,401,96
1,653,104,251
2,1024,105,227
0,204,105,531
1,601,109,328
3,266,301,991
1,527,400,66
2,608,503,493
1,760,504,289
0,923,101,895
1,384,109,664
3,744,201,353
1,774,501,253
3,679,408,253
3,172,408,169
3,598,405,839
3,811,206,402
0,433,501,324
1,401,204,406
3,561,105,397
3,266,302,1034
3,332,304,651
3,552,103,414
0,245,509,712
3,158,402,187
1,628,103,279
2,754,102,452
2,554,505,489
3,285,306,622
1,400,203,362
3,629,404,251
3,805,200,392
3,581,309,458
2,799,100,472
0,938,506,450
3,913,100,414
3,345,302,743
2,558,500,858
3,600,303,387
0,1027,205,353
0,865,103,849
3,584,407,891
2,608,508,841
2,807,109,458
0,541,509,190
1,462,107,735
3,197,401,197
0,244,102,487
0,1045,202,321
3,612,407,840
3,797,500,790
1,407,409,539
1,688,508,292
1,603,107,148
2,608,501,474
3,552,300,426
1,367,107,711
2,524,208,256
3,908,102,448
1,344,406,532
0,436,507,288
3,568,404,871
0,543,500,214
0,106,104,577
3,189,400,191
1,642,109,316
0,876,104,895
3,929,109,423
1,601,400,59
1,430,103,652
3,575,307,479
0,588,502,247
2,1027,103,232
1,633,100,105
2,973,103,304
3,556,103,364
1,549,100,61
1,910,406,688
3,694,403,785
0,926,506,417
3,669,402,734
3,785,206,396
2,616,504,445
3,745,406,793
1,725,508,215
2,710,100,477
1,192,106,853
3,225,301,1016
3,979,102,432
3,687,402,293
3,568,307,455
0,295,503,680
0,230,106,558
3,290,301,612
2,1001,108,239
0,66,103,625
0,408,502,311
1,581,407,45
3,827,509,762
3,548,406,839
3,119,405,226
3,226,308,1001
0,263,101,532
3,763,404,785
3,535,301,455
1,375,109,703
3,747,202,406
0,366,506,316
1,621,102,134
2,788,109,436
0,88,104,617
1,245,102,828
1,759,506,266
3,516,100,382
3,811,505,778
3,87,409,721
0,1052,202,310
3,580,102,390
0,71,100,576
3,536,404,828
3,761,206,400
1,396,206,401
3,561,301,392
3,694,407,275
2,507,200,296
2,986,105,314
3,625,406,854
3,771,209,350
0,216,508,634
0,262,505,673
3,273,307,672
0,1020,206,360
3,63,408,701
2,587,501,489
1,955,402,763
0,1083,201,319
3,286,304,624
3,154,407,180
3,757,202,352
2,568,509,871
1,913,401,687
0,236,103,565
2,555,201,302
3,788,209,364
3,587,407,892
1,873,406,751
3,896,106,477
3,516,106,442
1,583,101,257
1,325,408,503
0,414,503,313
2,788,107,444
1,725,507,268
3,596,401,865
3,574,403,856
3,137,402,182
0,555,504,199
3,52,403,627
0,241,107,510
2,593,505,511
3,605,309,382
2,553,506,884
3,629,402,303
1,894,403,670
0,285,508,623
0,557,500,256
2,569,201,237
1,194,104,796
0,272,105,543
2,973,106,260
3,711,408,798
0,27,100,565
2,527,501,484
3,922,103,465
3,562,300,449
2,731,107,456
1,370,405,482
3,781,508,791
1,595,102,288
3,43,400,670
1,231,101,818
1,463,105,714
0,46,104,565
0,868,101,924
1,386,104,670
2,618,509,468
1,369,201,352
3,587,300,397
3,579,104,394
3,710,404,316
1,321,401,488
3,596,404,894
2,575,500,515
0,357,508,288
1,269,106,797
3,800,209,398
1,329,201,408
0,905,107,883
0,190,103,526
0,448,501,239
3,313,302,655
2,579,505,496
1,404,405,484
3,541,302,461
0,912,107,905
3,313,303,1063
1,750,506,255
0,431,508,249
3,87,401,722
2,802,106,474
3,634,400,827
3,635,406,801
1,285,108,855
3,972,108,409
1,696,506,231
1,645,103,108
3,527,104,435
0,828,101,849
3,268,302,1027
0,61,106,587
1,556,106,77
0,7,109,561
0,917,508,480
0,245,501,691
3,657,406,234
0,1099,207,350
3,747,200,392
0,355,504,279
1,946,406,718
0,573,500,223
3,242,301,1018
1,443,103,722
2,533,201,315
1,628,105,328
1,358,206,390
3,956,105,422
2,504,209,288
3,584,408,828
0,272,500,694
2,563,501,888
3,322,307,608
3,761,508,806
3,61,402,720
0,427,506,300
0,211,501,635
0,999,501,426
1,319,408,479
1,239,101,834
0,251,508,663
0,79,100,643
3,964,101,485
3,161,402,201
3,959,105,423
2,552,508,475
2,539,207,298
1,437,102,711
2,616,503,440
2,538,509,491
0,439,505,277
3,784,504,746
1,569,401,97
0,1065,204,318
3,312,303,621
1,428,109,690
3,975,101,482
3,783,208,425
